"OrderID","CityID"
"292","46564"
"296","38288"
"1157","70871"
"2138","71859"
"2437","59416"
"2967","46997"
"3060","64635"
"3107","48118"
"4121","47005"
"4431","53088"
"4457","57087"
"4616","40959"
"4652","48118"
"5112","61083"
"5423","59893"
"5549","56156"
"5982","56239"
"6155","46657"
"6356","69994"
"6655","64929"
"7293","69540"
"7950","51544"
"8163","45502"
"8809","41500"
"9624","65187"
"9793","73351"
"10158","58788"
"10232","72594"
"10251","56239"
"10739","39257"
"11055","69686"
"11356","65312"
"11469","59457"
"11557","45226"
"11600","50845"
"11693","45092"
"11878","52702"
"12040","70871"
"11918","44863"
"12563","60480"
"13332","70545"
"14261","48118"
"16083","57058"
"16248","50656"
"16940","59037"
"17190","48589"
"17237","54755"
"17338","66646"
"17814","71783"
"17734","53792"
"18781","70923"
"19581","68728"
"19508","44439"
"19707","45331"
"19814","69540"
"20009","57141"
"20201","45502"
"20208","74470"
"20518","59037"
"21778","48147"
"22461","51796"
"22625","59457"
"22801","49062"
"22812","56868"
"22970","53573"
"24802","47479"
"25578","60480"
"25859","43652"
"26053","70644"
"26307","58540"
"26989","71855"
"27018","72803"
"28157","58351"
"28381","45371"
"28807","73446"
"29204","42646"
"29235","68640"
"29927","38343"
"30204","55117"
"30446","41358"
"30972","75669"
"31095","41358"
"31136","46186"
"31147","87114"
"31160","67832"
"31403","40225"
"31839","87354"
"32222","87354"
"32366","76069"
"34274","64853"
"34491","57493"
"35265","64280"
"36392","44370"
"37024","45092"
"37294","72803"
"37779","87261"
"37963","38005"
"38630","66241"
"38833","50297"
"39067","74843"
"39265","89681"
"40151","84735"
"40215","50297"
"40256","76097"
"40470","72808"
"41383","68504"
"41406","89718"
"41409","84465"
"41521","77822"
"41696","51999"
"41594","60328"
"41606","76069"
"41892","87114"
"42318","83907"
"43072","90111"
"43181","83400"
"43429","46952"
"43694","72803"
"43845","84488"
"44011","63386"
"44130","69146"
"44204","61143"
"44752","92132"
"45107","76778"
"45645","78724"
"45807","54725"
"45954","61111"
"46366","41144"
"46608","82801"
"46800","57498"
"46825","61239"
"46777","89596"
"46999","45092"
"47004","44370"
"47260","61503"
"47661","54587"
"47697","91452"
"48052","66127"
"48632","88100"
"48725","80253"
"49660","87366"
"49872","44710"
"50752","63227"
"50871","52743"
"52156","87366"
"52392","84694"
"53592","47459"
"54707","89604"
"55166","82716"
"55759","87889"
"56088","42607"
"56261","72561"
"57124","80107"
"57412","48988"
"57863","45084"
"57827","62396"
"58378","81012"
"60136","56156"
"60397","81839"
"60351","83121"
"60206","91330"
"60222","60480"
"60955","82104"
"564","64853"
"912","70600"
"1022","61143"
"1112","48482"
"1827","70923"
"1946","53682"
"2203","65852"
"2776","39777"
"2935","40339"
"4137","64635"
"4821","70700"
"5357","54957"
"5451","72450"
"5645","52862"
"5899","65272"
"6158","46657"
"6660","38288"
"7186","57489"
"7373","57489"
"7386","62954"
"7524","63951"
"7716","54571"
"7825","47673"
"8187","54069"
"8539","59383"
"9010","37955"
"9226","39216"
"9741","46950"
"10476","61239"
"10631","67578"
"10591","54121"
"10742","51006"
"10985","72149"
"11120","70871"
"11565","68728"
"11912","69386"
"13168","54571"
"13366","53050"
"13700","66646"
"14222","48641"
"14499","57489"
"14723","62396"
"14811","49531"
"15044","56631"
"16231","41497"
"16310","38318"
"16569","51544"
"16571","59037"
"17463","66011"
"17852","65312"
"17708","39681"
"18096","54121"
"18120","72782"
"18220","64966"
"18251","56954"
"19280","44986"
"19473","51544"
"19633","50305"
"19817","49222"
"20226","58530"
"20352","66395"
"21316","74447"
"22376","67578"
"22566","39957"
"23047","71601"
"23108","45949"
"23161","64015"
"24093","54755"
"24187","71601"
"24212","39204"
"24434","41923"
"24596","73353"
"24782","51780"
"24922","72561"
"25682","62954"
"25734","42646"
"25942","48409"
"26255","59913"
"26401","58731"
"26801","52042"
"26691","51780"
"26965","72425"
"27388","72808"
"27481","58467"
"27588","54121"
"27638","50394"
"27959","67589"
"28208","72808"
"29173","59383"
"29485","52862"
"29874","42646"
"29935","48331"
"29907","46186"
"30941","66646"
"30954","56738"
"31696","53050"
"32026","74843"
"33986","48988"
"34223","49568"
"34267","73351"
"34473","84327"
"34738","84011"
"34801","48147"
"34852","62954"
"34944","80089"
"36694","50297"
"36809","88053"
"36945","51652"
"37540","83547"
"38346","56047"
"38588","86437"
"39495","81598"
"39755","48147"
"40473","70234"
"41071","86057"
"41816","47005"
"42291","56239"
"42395","83400"
"42851","40704"
"43581","47005"
"44170","90082"
"44506","90570"
"44920","64280"
"45165","85693"
"45947","87261"
"45963","84011"
"46343","65187"
"46454","38209"
"47426","76129"
"47680","57493"
"47854","72760"
"47941","63227"
"48420","82801"
"48511","85117"
"49486","72808"
"49883","66109"
"49977","65312"
"50490","47644"
"51137","48147"
"51320","54755"
"51337","92526"
"51902","67032"
"51926","43652"
"52468","41497"
"53098","42362"
"53342","39562"
"54695","90082"
"55270","71855"
"55524","62508"
"56519","84735"
"57213","62508"
"58568","62442"
"58588","46657"
"58813","45226"
"58864","51796"
"59051","62954"
"59561","86437"
"60141","64635"
"60692","64280"
"60806","37955"
"283","53792"
"547","52637"
"693","67832"
"890","71564"
"1144","63951"
"1399","39957"
"1765","72450"
"1930","39777"
"2204","65852"
"2521","41923"
"2648","72610"
"3120","40608"
"4765","63044"
"5537","61143"
"5792","45092"
"6431","45331"
"6700","51350"
"6810","61486"
"6903","53682"
"6912","64929"
"7410","48331"
"7917","53016"
"8556","64966"
"8833","64015"
"8848","53304"
"9377","72561"
"9787","49413"
"10045","74480"
"10318","53912"
"10604","53912"
"12260","62508"
"12473","49413"
"12636","68728"
"12692","64370"
"12705","40944"
"12788","44781"
"13161","67391"
"13296","52261"
"13507","68728"
"13682","58540"
"13774","64360"
"13777","44039"
"14042","56541"
"13987","61597"
"14092","48641"
"14743","67402"
"14842","59893"
"15023","45226"
"15102","72760"
"15360","71783"
"15711","59416"
"15738","46186"
"16014","39667"
"16383","40704"
"16629","48409"
"16566","51544"
"16841","73446"
"17694","65763"
"17988","49736"
"18111","68640"
"18685","64853"
